Feature,symrk_p_adj,ccamk_p_adj,nsp1_p_adj,nsp2_p_adj
Feature2222,0.303635839636373,0.0163707117626375,0.0154319285302844,0.148887383428004
Feature2227,0.223354212643234,0.0207269109068664,0.00115437906590395,0.000907381724742185
Feature2231,1,0.795657038429535,0.211905317507583,0.19222736935018
Feature2232,0.554229377748223,0.329519039804744,0.443633346251875,0.928734040953784
Feature2233,0.72825592066692,0.0319112024433016,0.0369360905267243,0.00923297736882751
Feature2245,0.448524468983883,0.316118441261569,0.77543668745829,0.930913778681349
Feature2246,0.752053962726845,0.789135628612939,0.539412766484638,0.0975056652177092
Feature2256,0.694425342828188,0.272982494496718,0.153035791432235,0.0442924199508267
Feature2261,1,0.00463520317092151,0.0274543510579378,0.0662352627774179
Feature2267,0.682850262658865,0.234939832356461,0.377646987383047,0.3302080049313
Feature2271,0.158101329847709,0.149179336084035,0.193858757607493,1
